feasible solution found by trivial heuristic after 0.4 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       34560 del vars, 131626 del conss, 0 add conss, 675 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 135 clqs
(round 2, fast)       34646 del vars, 131626 del conss, 0 add conss, 761 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 889 clqs
   (0.9s) running MILP presolver
   (0.9s) MILP presolver (2 rounds): 0 aggregations, 0 fixings, 0 bound changes
(round 3, medium)     34646 del vars, 132345 del conss, 179 add conss, 761 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 889 clqs
(round 4, exhaustive) 34646 del vars, 132345 del conss, 179 add conss, 761 chg bounds, 0 chg sides, 0 chg coeffs, 179 upgd conss, 0 impls, 889 clqs
(round 5, fast)       34646 del vars, 132345 del conss, 179 add conss, 761 chg bounds, 0 chg sides, 3205 chg coeffs, 179 upgd conss, 0 impls, 889 clqs
   (1.0s) probing: 51/5854 (0.9%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (1.0s) probing aborted: 50/50 successive totally useless probings
   (1.0s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (1.1s) symmetry computation finished: 1 generators found (max: 1500, log10 of symmetry group size: 0.3)
(round 6, exhaustive) 34647 del vars, 132345 del conss, 180 add conss, 761 chg bounds, 0 chg sides, 3205 chg coeffs, 179 upgd conss, 0 impls, 889 clqs
   (1.1s) probing: 56/5854 (1.0%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (1.1s) probing aborted: 50/50 successive totally useless probings
presolving (7 rounds: 7 fast, 4 medium, 3 exhaustive):
 34647 deleted vars, 132345 deleted constraints, 180 added constraints, 761 tightened bounds, 0 added holes, 0 changed sides, 3205 changed coefficients
 0 implications, 889 cliques
presolved problem has 5853 variables (5853 bin, 0 int, 0 impl, 0 cont) and 180 constraints
     44 constraints of type <knapsack>
    135 constraints of type <setppc>
      1 constraints of type <orbitope>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.79
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 1.2s|     1 |     0 |     0 |     - |  clique|   0 |5853 | 180 | 179 |   0 |  0 |   0 |   0 | 1.557394e+07 | 1.780490e+05 |8647.00%| unknown
  1.5s|     1 |     0 |  1572 |     - |   255M |   0 |5853 | 187 | 179 |   0 |  0 |   8 |   0 | 2.272134e+05 | 1.780490e+05 |  27.61%| unknown
  2.1s|     1 |     0 |  4282 |     - |   257M |   0 |5853 | 187 | 222 |  43 |  1 |   8 |   0 | 2.258377e+05 | 1.780490e+05 |  26.84%| unknown
  2.1s|     1 |     0 |  4477 |     - |   258M |   0 |5853 | 187 | 258 |  79 |  2 |   8 |   0 | 2.248403e+05 | 1.780490e+05 |  26.28%| unknown
  2.2s|     1 |     0 |  4653 |     - |   259M |   0 |5853 | 187 | 293 | 114 |  3 |   8 |   0 | 2.247459e+05 | 1.780490e+05 |  26.23%| unknown
  2.3s|     1 |     0 |  4811 |     - |   261M |   0 |5853 | 187 | 328 | 149 |  4 |   8 |   0 | 2.246871e+05 | 1.780490e+05 |  26.19%| unknown
  2.4s|     1 |     0 |  4982 |     - |   261M |   0 |5853 | 187 | 364 | 185 |  5 |   8 |   0 | 2.246312e+05 | 1.780490e+05 |  26.16%| unknown
  2.5s|     1 |     0 |  5537 |     - |   262M |   0 |5853 | 187 | 398 | 219 |  6 |   8 |   0 | 2.244554e+05 | 1.780490e+05 |  26.06%| unknown
  2.6s|     1 |     0 |  5816 |     - |   265M |   0 |5853 | 187 | 430 | 251 |  7 |   8 |   0 | 2.243106e+05 | 1.780490e+05 |  25.98%| unknown
  2.7s|     1 |     0 |  6074 |     - |   265M |   0 |5853 | 187 | 464 | 285 |  8 |   8 |   0 | 2.241861e+05 | 1.780490e+05 |  25.91%| unknown
  2.9s|     1 |     0 |  6611 |     - |   266M |   0 |5853 | 187 | 498 | 319 |  9 |   8 |   0 | 2.240083e+05 | 1.780490e+05 |  25.81%| unknown
  3.1s|     1 |     0 |  7286 |     - |   266M |   0 |5853 | 187 | 529 | 350 | 10 |   8 |   0 | 2.239145e+05 | 1.780490e+05 |  25.76%| unknown
  3.3s|     1 |     0 |  8003 |     - |   266M |   0 |5853 | 187 | 558 | 382 | 11 |   8 |   0 | 2.237189e+05 | 1.780490e+05 |  25.65%| unknown
