presolving:
(round 1, fast)       7813 del vars, 450 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 23438 clqs
   (0.3s) running MILP presolver
   (1.1s) MILP presolver (4 rounds): 0 aggregations, 7812 fixings, 0 bound changes
(round 2, medium)     15625 del vars, 35391 del conss, 11358 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 8134 clqs
(round 3, exhaustive) 15625 del vars, 35391 del conss, 11358 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 11357 upgd conss, 0 impls, 8134 clqs
   (1.2s) probing: 51/4118 (1.2%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (1.2s) probing aborted: 50/50 successive totally useless probings
   (1.5s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (1.5s) symmetry computation finished: 19 generators found (max: 1500, log10 of symmetry group size: 5.7)
(round 4, exhaustive) 15625 del vars, 35391 del conss, 11377 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 11358 upgd conss, 0 impls, 8134 clqs
presolving (5 rounds: 5 fast, 4 medium, 3 exhaustive):
 15625 deleted vars, 35391 deleted constraints, 11377 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 8134 cliques
presolved problem has 4118 variables (4118 bin, 0 int, 0 impl, 0 cont) and 11377 constraints
      2 constraints of type <knapsack>
   7814 constraints of type <setppc>
     19 constraints of type <orbitope>
   3542 constraints of type <logicor>
transformed objective value is always integral (scale: 0.00142857142857143)
Presolving Time: 1.44

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 1.6s|     1 |     0 |     0 |     - |   locks|   0 |4118 |  11k|  11k|   0 |  0 |   0 |   0 | 5.181800e+04 |-1.361386e+02 |    Inf | unknown
i 1.6s|     1 |     0 |     0 |     - |  oneopt|   0 |4118 |  11k|  11k|   0 |  0 |   0 |   0 | 5.181800e+04 | 9.040671e+02 |5631.65%| unknown
  1.7s|     1 |     0 |   576 |     - |   184M |   0 |4118 |  11k|  11k|   0 |  0 |   0 |   0 | 5.021610e+03 | 9.040671e+02 | 455.45%| unknown
  2.3s|     1 |     0 |   668 |     - |   189M |   0 |4118 |  11k|  11k|   3 |  1 |   0 |   0 | 4.704000e+03 | 9.040671e+02 | 420.32%| unknown
  2.7s|     1 |     0 |   770 |     - |   190M |   0 |4118 |  11k|  11k|   6 |  2 |   0 |   0 | 4.335000e+03 | 9.040671e+02 | 379.50%| unknown
  3.1s|     1 |     0 |   844 |     - |   191M |   0 |4118 |  11k|  11k|   8 |  3 |   0 |   0 | 4.084500e+03 | 9.040671e+02 | 351.79%| unknown
  3.6s|     1 |     0 |   903 |     - |   193M |   0 |4118 |  11k|  11k|  10 |  4 |   0 |   0 | 3.789000e+03 | 9.040671e+02 | 319.11%| unknown
  4.0s|     1 |     0 |  1025 |     - |   194M |   0 |4118 |  11k|  11k|  13 |  5 |   0 |   0 | 3.537000e+03 | 9.040671e+02 | 291.23%| unknown
  4.6s|     1 |     0 |  1254 |     - |   195M |   0 |4118 |  11k|  11k|  17 |  6 |   0 |   0 | 3.138500e+03 | 9.040671e+02 | 247.15%| unknown
  5.2s|     1 |     0 |  1377 |     - |   196M |   0 |4118 |  11k|  11k|  20 |  7 |   0 |   0 | 2.982500e+03 | 9.040671e+02 | 229.90%| unknown
  5.7s|     1 |     0 |  1515 |     - |   197M |   0 |4118 |  11k|  11k|  24 |  8 |   0 |   0 | 2.770000e+03 | 9.040671e+02 | 206.39%| unknown
  6.2s|     1 |     0 |  1592 |     - |   199M |   0 |4118 |  11k|  11k|  26 |  9 |   0 |   0 | 2.678000e+03 | 9.040671e+02 | 196.22%| unknown
