presolving:
   (0.0s) running MILP presolver
   (0.0s) MILP presolver found nothing
(round 1, exhaustive) 0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 220 upgd conss, 0 impls, 40 clqs
   (0.1s) probing: 51/4200 (1.2%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.1s) probing aborted: 50/50 successive totally useless probings
   (0.1s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.1s) no symmetry present
presolving (2 rounds: 2 fast, 2 medium, 2 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 4002 cliques
presolved problem has 4200 variables (4200 bin, 0 int, 0 impl, 0 cont) and 220 constraints
    200 constraints of type <knapsack>
     20 constraints of type <setppc>
Presolving Time: 0.08

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 0.1s|     1 |     0 |     0 |     - |  clique|   0 |4200 | 220 | 220 |   0 |  0 |   0 |   0 | 0.000000e+00 | 2.211042e+04 |    Inf | unknown
p 0.2s|     1 |     0 |     0 |     - | vbounds|   0 |4200 | 230 | 220 |   0 |  0 |  12 |   0 | 0.000000e+00 | 8.802946e+03 |    Inf | unknown
  0.3s|     1 |     0 |   424 |     - |    47M |   0 |4200 | 250 | 220 |   0 |  0 |  32 |   0 | 3.821962e+03 | 8.802946e+03 | 130.33%| unknown
  0.4s|     1 |     0 |   474 |     - |    47M |   0 |4200 | 250 | 235 |  15 |  1 |  32 |   0 | 3.953445e+03 | 8.802946e+03 | 122.67%| unknown
  0.4s|     1 |     0 |   530 |     - |    48M |   0 |4200 | 250 | 254 |  34 |  2 |  32 |   0 | 4.024380e+03 | 8.802946e+03 | 118.74%| unknown
  0.4s|     1 |     0 |   573 |     - |    48M |   0 |4200 | 250 | 271 |  51 |  3 |  32 |   0 | 4.069298e+03 | 8.802946e+03 | 116.33%| unknown
  0.5s|     1 |     0 |   646 |     - |    49M |   0 |4200 | 250 | 290 |  70 |  4 |  32 |   0 | 4.139545e+03 | 8.802946e+03 | 112.65%| unknown
  0.5s|     1 |     0 |   707 |     - |    49M |   0 |4200 | 250 | 307 |  87 |  5 |  32 |   0 | 4.186265e+03 | 8.802946e+03 | 110.28%| unknown
  0.6s|     1 |     0 |   750 |     - |    49M |   0 |4200 | 250 | 323 | 103 |  6 |  32 |   0 | 4.224001e+03 | 8.802946e+03 | 108.40%| unknown
  0.6s|     1 |     0 |   883 |     - |    50M |   0 |4200 | 250 | 342 | 122 |  7 |  32 |   0 | 4.264792e+03 | 8.802946e+03 | 106.41%| unknown
