feasible solution found by trivial heuristic after 0.0 seconds, objective value 2.763800e+04
presolving:
(round 1, fast)       151 del vars, 301 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 5593 clqs
   (0.0s) running MILP presolver
   (0.0s) MILP presolver found nothing
(round 2, exhaustive) 151 del vars, 301 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 5594 upgd conss, 0 impls, 5593 clqs
(round 3, medium)     151 del vars, 302 del conss, 27 add conss, 0 chg bounds, 28 chg sides, 149 chg coeffs, 5594 upgd conss, 0 impls, 5619 clqs
   (0.2s) probing: 51/150 (34.0%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.2s) probing aborted: 50/50 successive totally useless probings
   (0.2s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.2s) no symmetry present
presolving (4 rounds: 4 fast, 3 medium, 2 exhaustive):
 151 deleted vars, 303 deleted constraints, 27 added constraints, 0 tightened bounds, 0 added holes, 28 changed sides, 149 changed coefficients
 0 implications, 5619 cliques
presolved problem has 150 variables (150 bin, 0 int, 0 impl, 0 cont) and 5619 constraints
   5619 constraints of type <setppc>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.15
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 0.2s|     1 |     0 |     0 |     - |  clique|   0 | 150 |5619 |5619 |   0 |  0 |   0 |   0 | 4.599900e+04 | 2.866800e+04 |  60.45%| unknown
  0.2s|     1 |     0 |   166 |     - |    18M |   0 | 150 |5619 |5619 |   0 |  0 |   0 |   0 | 3.176100e+04 | 2.866800e+04 |  10.79%| unknown
  0.3s|     1 |     0 |   177 |     - |    19M |   0 | 150 |5619 |5620 |   1 |  1 |   0 |   0 | 3.174700e+04 | 2.866800e+04 |  10.74%| unknown
  0.4s|     1 |     0 |   193 |     - |    20M |   0 | 150 |5619 |5622 |   3 |  2 |   0 |   0 | 3.169300e+04 | 2.866800e+04 |  10.55%| unknown
  0.6s|     1 |     0 |   262 |     - |    20M |   0 | 150 |5619 |5629 |  10 |  3 |   0 |   0 | 3.152650e+04 | 2.866800e+04 |   9.97%| unknown
  0.7s|     1 |     0 |   363 |     - |    21M |   0 | 150 |5619 |5634 |  15 |  4 |   0 |   0 | 3.137800e+04 | 2.866800e+04 |   9.45%| unknown
  1.0s|     1 |     0 |   409 |     - |    21M |   0 | 150 |5619 |5639 |  20 |  5 |   0 |   0 | 3.134575e+04 | 2.866800e+04 |   9.34%| unknown
  1.2s|     1 |     0 |   483 |     - |    22M |   0 | 150 |5619 |5642 |  23 |  6 |   0 |   0 | 3.125850e+04 | 2.866800e+04 |   9.04%| unknown
  1.4s|     1 |     0 |   557 |     - |    23M |   0 | 150 |5619 |5647 |  28 |  7 |   0 |   0 | 3.117300e+04 | 2.866800e+04 |   8.74%| unknown
  1.6s|     1 |     0 |   647 |     - |    24M |   0 | 150 |5619 |5650 |  31 |  8 |   0 |   0 | 3.112675e+04 | 2.866800e+04 |   8.58%| unknown
  2.0s|     1 |     0 |   743 |     - |    25M |   0 | 150 |5619 |5653 |  34 |  9 |   0 |   0 | 3.108538e+04 | 2.866800e+04 |   8.43%| unknown
  2.4s|     1 |     0 |   858 |     - |    26M |   0 | 150 |5619 |5655 |  36 | 10 |   0 |   0 | 3.104350e+04 | 2.866800e+04 |   8.29%| unknown
  2.4s|     1 |     0 |   935 |     - |    26M |   0 | 150 |5619 |5657 |  38 | 11 |   0 |   0 | 3.101336e+04 | 2.866800e+04 |   8.18%| unknown
  2.4s|     1 |     0 |  1072 |     - |    27M |   0 | 150 |5619 |5660 |  41 | 12 |   0 |   0 | 3.096055e+04 | 2.866800e+04 |   8.00%| unknown
  2.5s|     1 |     0 |  1143 |     - |    28M |   0 | 150 |5619 |5661 |  42 | 13 |   0 |   0 | 3.093369e+04 | 2.866800e+04 |   7.90%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  2.5s|     1 |     0 |  1250 |     - |    28M |   0 | 150 |5619 |5664 |  45 | 14 |   0 |   0 | 3.089084e+04 | 2.866800e+04 |   7.75%| unknown
  2.5s|     1 |     0 |  1417 |     - |    29M |   0 | 150 |5619 |5669 |  50 | 15 |   0 |   0 | 3.080533e+04 | 2.866800e+04 |   7.46%| unknown
  2.6s|     1 |     0 |  1496 |     - |    29M |   0 | 150 |5619 |5673 |  54 | 16 |   0 |   0 | 3.078756e+04 | 2.866800e+04 |   7.39%| unknown
  2.6s|     1 |     0 |  1629 |     - |    30M |   0 | 150 |5619 |5677 |  58 | 17 |   0 |   0 | 3.073079e+04 | 2.866800e+04 |   7.20%| unknown
  2.6s|     1 |     0 |  1749 |     - |    31M |   0 | 150 |5619 |5681 |  62 | 18 |   0 |   0 | 3.069018e+04 | 2.866800e+04 |   7.05%| unknown
  2.7s|     1 |     0 |  1837 |     - |    31M |   0 | 150 |5619 |5684 |  65 | 19 |   0 |   0 | 3.064042e+04 | 2.866800e+04 |   6.88%| unknown
  2.7s|     1 |     0 |  1947 |     - |    32M |   0 | 150 |5619 |5689 |  70 | 20 |   0 |   0 | 3.059305e+04 | 2.866800e+04 |   6.71%| unknown
  2.7s|     1 |     0 |  2040 |     - |    32M |   0 | 150 |5619 |5691 |  72 | 21 |   0 |   0 | 3.055919e+04 | 2.866800e+04 |   6.60%| unknown
