feasible solution found by trivial heuristic after 0.0 seconds, objective value 4.703930e+02
presolving:
(round 1, fast)       1930 del vars, 1002 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 1146 clqs
   (0.1s) running MILP presolver
   (0.1s) MILP presolver found nothing
(round 2, exhaustive) 1930 del vars, 1002 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 2997 upgd conss, 0 impls, 1146 clqs
(round 3, medium)     1930 del vars, 1003 del conss, 1 add conss, 0 chg bounds, 3 chg sides, 4 chg coeffs, 2997 upgd conss, 0 impls, 1146 clqs
   (0.2s) probing: 51/1925 (2.6%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.2s) probing aborted: 50/50 successive totally useless probings
   (0.2s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.2s) no symmetry present
presolving (4 rounds: 4 fast, 3 medium, 2 exhaustive):
 1930 deleted vars, 1003 deleted constraints, 1 added constraints, 0 tightened bounds, 0 added holes, 3 changed sides, 7 changed coefficients
 0 implications, 1146 cliques
presolved problem has 1925 variables (1925 bin, 0 int, 0 impl, 0 cont) and 2997 constraints
   1851 constraints of type <knapsack>
   1146 constraints of type <setppc>
Presolving Time: 0.21
transformed 1/2 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
t 0.2s|     1 |     0 |     0 |     - | trivial|   0 |1925 |2997 |   0 |   0 |  0 |   0 |   0 | 1.596604e+05 | 7.349062e+04 | 117.25%| unknown
p 0.3s|     1 |     0 |     0 |     - |   locks|   0 |1925 |2997 |2997 |   0 |  0 |   0 |   0 | 1.596604e+05 | 8.634837e+04 |  84.90%| unknown
i 0.3s|     1 |     0 |     0 |     - |  oneopt|   0 |1925 |2997 |2997 |   0 |  0 |   0 |   0 | 1.596604e+05 | 8.771585e+04 |  82.02%| unknown
  0.5s|     1 |     0 |  2461 |     - |    57M |   0 |1925 |2997 |2997 |   0 |  0 |   0 |   0 | 9.220483e+04 | 8.771585e+04 |   5.12%| unknown
  0.9s|     1 |     0 |  3140 |     - |    63M |   0 |1925 |2997 |3079 |  82 |  1 |   0 |   0 | 9.163046e+04 | 8.771585e+04 |   4.46%| unknown
  1.3s|     1 |     0 |  3789 |     - |    70M |   0 |1925 |2997 |3150 | 153 |  2 |   0 |   0 | 9.139589e+04 | 8.771585e+04 |   4.20%| unknown
  1.8s|     1 |     0 |  4332 |     - |    75M |   0 |1925 |2997 |3195 | 198 |  3 |   0 |   0 | 9.129060e+04 | 8.771585e+04 |   4.08%| unknown
  2.2s|     1 |     0 |  4719 |     - |    82M |   0 |1925 |2997 |3226 | 229 |  4 |   0 |   0 | 9.124528e+04 | 8.771585e+04 |   4.02%| unknown
  2.5s|     1 |     0 |  5000 |     - |    88M |   0 |1925 |2997 |3242 | 245 |  5 |   0 |   0 | 9.121813e+04 | 8.771585e+04 |   3.99%| unknown
  3.0s|     1 |     0 |  5230 |     - |    95M |   0 |1925 |2997 |3258 | 261 |  6 |   0 |   0 | 9.120689e+04 | 8.771585e+04 |   3.98%| unknown
  3.2s|     1 |     0 |  5396 |     - |    95M |   0 |1925 |2997 |3265 | 268 |  7 |   0 |   0 | 9.119903e+04 | 8.771585e+04 |   3.97%| unknown
  3.6s|     1 |     0 |  5559 |     - |   100M |   0 |1925 |2997 |3272 | 275 |  8 |   0 |   0 | 9.119505e+04 | 8.771585e+04 |   3.97%| unknown
  3.9s|     1 |     0 |  5651 |     - |   101M |   0 |1925 |2997 |3281 | 284 |  9 |   0 |   0 | 9.119153e+04 | 8.771585e+04 |   3.96%| unknown
  4.1s|     1 |     0 |  5750 |     - |   101M |   0 |1925 |2997 |3290 | 293 | 10 |   0 |   0 | 9.118808e+04 | 8.771585e+04 |   3.96%| unknown
  4.2s|     1 |     0 |  5831 |     - |   102M |   0 |1925 |2997 |3291 | 296 | 11 |   0 |   0 | 9.118702e+04 | 8.771585e+04 |   3.96%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  4.3s|     1 |     0 |  5873 |     - |   102M |   0 |1925 |2997 |3293 | 298 | 12 |   0 |   0 | 9.118665e+04 | 8.771585e+04 |   3.96%| unknown
  4.3s|     1 |     0 |  5904 |     - |   103M |   0 |1925 |2997 |3295 | 300 | 13 |   0 |   0 | 9.118619e+04 | 8.771585e+04 |   3.96%| unknown
  4.4s|     1 |     0 |  6028 |     - |   103M |   0 |1925 |2997 |3300 | 305 | 14 |   0 |   0 | 9.118500e+04 | 8.771585e+04 |   3.95%| unknown
  4.5s|     1 |     0 |  6077 |     - |   104M |   0 |1925 |2997 |3303 | 308 | 15 |   0 |   0 | 9.118448e+04 | 8.771585e+04 |   3.95%| unknown
  4.5s|     1 |     0 |  6084 |     - |   105M |   0 |1925 |2997 |3305 | 310 | 16 |   0 |   0 | 9.118431e+04 | 8.771585e+04 |   3.95%| unknown
  4.6s|     1 |     0 |  6156 |     - |   105M |   0 |1925 |2997 |3298 | 312 | 17 |   0 |   0 | 9.118325e+04 | 8.771585e+04 |   3.95%| unknown
  4.7s|     1 |     0 |  6255 |     - |   105M |   0 |1925 |2997 |3300 | 314 | 18 |   0 |   0 | 9.118242e+04 | 8.771585e+04 |   3.95%| unknown
  4.8s|     1 |     0 |  6323 |     - |   105M |   0 |1925 |2997 |3303 | 317 | 19 |   0 |   0 | 9.118142e+04 | 8.771585e+04 |   3.95%| unknown
  4.8s|     1 |     0 |  6338 |     - |   105M |   0 |1925 |2997 |3305 | 319 | 20 |   0 |   0 | 9.118140e+04 | 8.771585e+04 |   3.95%| unknown
d 5.8s|     1 |     0 | 11311 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.775305e+04 |   3.91%| unknown
d 5.8s|     1 |     0 | 11315 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.785164e+04 |   3.79%| unknown
d 5.8s|     1 |     0 | 11321 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.793308e+04 |   3.69%| unknown
d 5.8s|     1 |     0 | 11326 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.799300e+04 |   3.62%| unknown
d 5.8s|     1 |     0 | 11337 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.801300e+04 |   3.60%| unknown
d 5.8s|     1 |     0 | 11338 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.810700e+04 |   3.49%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
d 5.8s|     1 |     0 | 11372 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.811634e+04 |   3.48%| unknown
d 5.8s|     1 |     0 | 11378 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.836772e+04 |   3.18%| unknown
d 5.8s|     1 |     0 | 11378 |     - |farkasdi|   0 |1925 |2997 |3305 |   0 | 20 |   0 |   0 | 9.118140e+04 | 8.838450e+04 |   3.16%| unknown
