feasible solution found by trivial heuristic after 0.1 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       3129 del vars, 3129 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 3279 clqs
   (0.5s) running MILP presolver
   (0.7s) MILP presolver (2 rounds): 0 aggregations, 0 fixings, 0 bound changes
(round 2, medium)     3129 del vars, 40289 del conss, 3279 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 3279 clqs
(round 3, exhaustive) 3129 del vars, 40289 del conss, 3279 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 3279 upgd conss, 0 impls, 3279 clqs
   (0.8s) probing: 51/151 (33.8%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.8s) probing aborted: 50/50 successive totally useless probings
   (0.8s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.8s) no symmetry present
presolving (4 rounds: 4 fast, 3 medium, 2 exhaustive):
 3129 deleted vars, 40289 deleted constraints, 3279 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 3279 cliques
presolved problem has 151 variables (151 bin, 0 int, 0 impl, 0 cont) and 3279 constraints
   3279 constraints of type <setppc>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.73
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 0.9s|     1 |     0 |     0 |     - |  clique|   0 | 151 |3279 |3279 |   0 |  0 |   0 |   0 | 1.529600e+04 | 1.697000e+03 | 801.36%| unknown
p 0.9s|     1 |     0 |     0 |     - |   locks|   0 | 151 |3279 |3279 |   0 |  0 |   0 |   0 | 1.529600e+04 | 1.843000e+03 | 729.95%| unknown
i 0.9s|     1 |     0 |    33 |     - |  oneopt|   0 | 151 |3279 |3279 |   0 |  0 |   0 |   0 | 1.529600e+04 | 1.981000e+03 | 672.14%| unknown
  0.9s|     1 |     0 |   280 |     - |    59M |   0 | 151 |3279 |3279 |   0 |  0 |   0 |   0 | 6.624500e+03 | 1.981000e+03 | 234.40%| unknown
  1.0s|     1 |     0 |   351 |     - |    60M |   0 | 151 |3279 |3282 |   3 |  1 |   0 |   0 | 6.176500e+03 | 1.981000e+03 | 211.79%| unknown
  1.1s|     1 |     0 |   396 |     - |    60M |   0 | 151 |3279 |3285 |   6 |  2 |   0 |   0 | 6.000500e+03 | 1.981000e+03 | 202.90%| unknown
  1.3s|     1 |     0 |   463 |     - |    61M |   0 | 151 |3279 |3287 |   8 |  3 |   0 |   0 | 5.788500e+03 | 1.981000e+03 | 192.20%| unknown
  1.4s|     1 |     0 |   633 |     - |    62M |   0 | 151 |3279 |3303 |  24 |  4 |   0 |   0 | 5.297000e+03 | 1.981000e+03 | 167.39%| unknown
  1.6s|     1 |     0 |   726 |     - |    62M |   0 | 151 |3279 |3314 |  35 |  5 |   0 |   0 | 5.115000e+03 | 1.981000e+03 | 158.20%| unknown
  1.6s|     1 |     0 |   852 |     - |    62M |   0 | 151 |3279 |3326 |  47 |  6 |   0 |   0 | 4.878875e+03 | 1.981000e+03 | 146.28%| unknown
  1.9s|     1 |     0 |   959 |     - |    63M |   0 | 151 |3279 |3335 |  56 |  7 |   0 |   0 | 4.683000e+03 | 1.981000e+03 | 136.40%| unknown
  2.1s|     1 |     0 |  1003 |     - |    63M |   0 | 151 |3279 |3338 |  59 |  8 |   0 |   0 | 4.650000e+03 | 1.981000e+03 | 134.73%| unknown
  2.2s|     1 |     0 |  1128 |     - |    63M |   0 | 151 |3279 |3341 |  62 |  9 |   0 |   0 | 4.554533e+03 | 1.981000e+03 | 129.91%| unknown
