feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       1523 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 1523 clqs
   (0.0s) running MILP presolver
   (0.0s) MILP presolver found nothing
(round 2, exhaustive) 1523 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 3438 upgd conss, 0 impls, 1523 clqs
(round 3, fast)       1793 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 3438 upgd conss, 0 impls, 1523 clqs
(round 4, fast)       1793 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 270 chg coeffs, 3438 upgd conss, 0 impls, 1793 clqs
   (0.1s) probing: 51/1751 (2.9%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.1s) probing aborted: 50/50 successive totally useless probings
   (0.1s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.1s) no symmetry present
presolving (5 rounds: 5 fast, 2 medium, 2 exhaustive):
 1793 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 270 changed coefficients
 0 implications, 1793 cliques
presolved problem has 1751 variables (1751 bin, 0 int, 0 impl, 0 cont) and 3438 constraints
   1523 constraints of type <setppc>
   1915 constraints of type <logicor>
Presolving Time: 0.10
transformed 1/2 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 0.1s|     1 |     0 |     0 |     - |   locks|   0 |1751 |3438 |3438 |   0 |  0 |   0 |   0 | 5.477931e+03 | 3.310376e+02 |1554.78%| unknown
  0.1s|     1 |     0 |   145 |     - |    25M |   0 |1751 |3438 |3438 |   0 |  0 |   0 |   0 | 2.738966e+03 | 3.310376e+02 | 727.39%| unknown
  0.2s|     1 |     0 |   192 |     - |    27M |   0 |1751 |3438 |3441 |   3 |  1 |   0 |   0 | 2.656591e+03 | 3.310376e+02 | 702.50%| unknown
  0.3s|     1 |     0 |   240 |     - |    28M |   0 |1751 |3438 |3443 |   5 |  2 |   0 |   0 | 2.534928e+03 | 3.310376e+02 | 665.75%| unknown
  0.4s|     1 |     0 |   338 |     - |    28M |   0 |1751 |3438 |3449 |  11 |  3 |   0 |   0 | 2.255177e+03 | 3.310376e+02 | 581.25%| unknown
  0.5s|     1 |     0 |   411 |     - |    28M |   0 |1751 |3438 |3454 |  16 |  4 |   0 |   0 | 2.096061e+03 | 3.310376e+02 | 533.18%| unknown
  0.6s|     1 |     0 |   482 |     - |    29M |   0 |1751 |3438 |3458 |  20 |  5 |   0 |   0 | 1.992170e+03 | 3.310376e+02 | 501.80%| unknown
  0.7s|     1 |     0 |   543 |     - |    29M |   0 |1751 |3438 |3461 |  23 |  6 |   0 |   0 | 1.923288e+03 | 3.310376e+02 | 480.99%| unknown
  0.9s|     1 |     0 |   620 |     - |    29M |   0 |1751 |3438 |3469 |  31 |  7 |   0 |   0 | 1.832410e+03 | 3.310376e+02 | 453.54%| unknown
  1.0s|     1 |     0 |   687 |     - |    30M |   0 |1751 |3438 |3477 |  39 |  8 |   0 |   0 | 1.787112e+03 | 3.310376e+02 | 439.85%| unknown
  1.1s|     1 |     0 |   724 |     - |    30M |   0 |1751 |3438 |3484 |  46 |  9 |   0 |   0 | 1.769672e+03 | 3.310376e+02 | 434.58%| unknown
  1.1s|     1 |     0 |   774 |     - |    31M |   0 |1751 |3438 |3491 |  53 | 10 |   0 |   0 | 1.735365e+03 | 3.310376e+02 | 424.22%| unknown
  1.2s|     1 |     0 |   888 |     - |    31M |   0 |1751 |3438 |3499 |  61 | 11 |   0 |   0 | 1.673744e+03 | 3.310376e+02 | 405.61%| unknown
  1.2s|     1 |     0 |  1048 |     - |    32M |   0 |1751 |3438 |3505 |  67 | 12 |   0 |   0 | 1.620240e+03 | 3.310376e+02 | 389.44%| unknown
  1.2s|     1 |     0 |  1199 |     - |    32M |   0 |1751 |3438 |3509 |  71 | 13 |   0 |   0 | 1.581045e+03 | 3.310376e+02 | 377.60%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.3s|     1 |     0 |  1286 |     - |    32M |   0 |1751 |3438 |3511 |  73 | 14 |   0 |   0 | 1.559643e+03 | 3.310376e+02 | 371.14%| unknown
  1.3s|     1 |     0 |  1445 |     - |    33M |   0 |1751 |3438 |3518 |  80 | 15 |   0 |   0 | 1.503195e+03 | 3.310376e+02 | 354.09%| unknown
  1.3s|     1 |     0 |  1542 |     - |    33M |   0 |1751 |3438 |3523 |  85 | 16 |   0 |   0 | 1.483522e+03 | 3.310376e+02 | 348.14%| unknown
  1.4s|     1 |     0 |  1632 |     - |    34M |   0 |1751 |3438 |3525 |  88 | 17 |   0 |   0 | 1.468223e+03 | 3.310376e+02 | 343.52%| unknown
  1.4s|     1 |     0 |  1724 |     - |    34M |   0 |1751 |3438 |3529 |  92 | 18 |   0 |   0 | 1.448699e+03 | 3.310376e+02 | 337.62%| unknown
  1.4s|     1 |     0 |  1822 |     - |    35M |   0 |1751 |3438 |3532 |  95 | 19 |   0 |   0 | 1.427782e+03 | 3.310376e+02 | 331.31%| unknown
