presolving:
(round 1, fast)       60670 del vars, 83191 del conss, 0 add conss, 40905 chg bounds, 140 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       67584 del vars, 83316 del conss, 0 add conss, 45405 chg bounds, 157 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 3, fast)       67584 del vars, 83316 del conss, 0 add conss, 56968 chg bounds, 157 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.7s) running MILP presolver
   (0.7s) MILP presolver (2 rounds): 0 aggregations, 0 fixings, 179 bound changes
(round 4, medium)     67584 del vars, 83317 del conss, 0 add conss, 57147 chg bounds, 157 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 5, exhaustive) 67584 del vars, 83441 del conss, 0 add conss, 57147 chg bounds, 157 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 6, exhaustive) 67584 del vars, 83441 del conss, 0 add conss, 57147 chg bounds, 157 chg sides, 0 chg coeffs, 2687 upgd conss, 0 impls, 0 clqs
   (1.0s) probing: 51/5026 (1.0%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (1.0s) probing aborted: 50/50 successive totally useless probings
   (1.0s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (2.6s) symmetry computation finished: 1500 generators found (max: 1500, log10 of symmetry group size: 4114.7)
presolving (7 rounds: 7 fast, 4 medium, 3 exhaustive):
 67584 deleted vars, 83441 deleted constraints, 1 added constraints, 57147 tightened bounds, 0 added holes, 157 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 18276 variables (5026 bin, 0 int, 0 impl, 13250 cont) and 3131 constraints
      1 constraints of type <knapsack>
    443 constraints of type <linear>
      1 constraints of type <orbitope>
   2686 constraints of type <logicor>
Presolving Time: 2.65

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  3.1s|     1 |     0 |   308 |     - |   666M |   0 |  18k|3137 |3130 |   0 |  0 |   6 |   0 | 6.683235e+05 |      --      |    Inf | unknown
  5.3s|     1 |     0 | 14160 |     - |   675M |   0 |  18k|3137 |3217 |  87 |  1 |   6 |   0 | 9.684051e+05 |      --      |    Inf | unknown
  5.6s|     1 |     0 | 14339 |     - |   679M |   0 |  18k|3137 |3226 |  96 |  2 |   6 |   0 | 1.010528e+06 |      --      |    Inf | unknown
  6.0s|     1 |     0 | 14966 |     - |   683M |   0 |  18k|3137 |3290 | 160 |  3 |   6 |   0 | 1.137481e+06 |      --      |    Inf | unknown
  6.6s|     1 |     0 | 15876 |     - |   690M |   0 |  18k|3137 |3339 | 209 |  4 |   6 |   0 | 1.190360e+06 |      --      |    Inf | unknown
  7.1s|     1 |     0 | 16417 |     - |   693M |   0 |  18k|3137 |3378 | 248 |  5 |   6 |   0 | 1.219470e+06 |      --      |    Inf | unknown
  7.6s|     1 |     0 | 16896 |     - |   697M |   0 |  18k|3137 |3400 | 270 |  6 |   6 |   0 | 1.237276e+06 |      --      |    Inf | unknown
  8.1s|     1 |     0 | 17527 |     - |   698M |   0 |  18k|3137 |3411 | 281 |  7 |   6 |   0 | 1.246159e+06 |      --      |    Inf | unknown
  8.5s|     1 |     0 | 17900 |     - |   705M |   0 |  18k|3137 |3423 | 293 |  8 |   6 |   0 | 1.253885e+06 |      --      |    Inf | unknown
  8.8s|     1 |     0 | 18017 |     - |   708M |   0 |  18k|3137 |3441 | 311 |  9 |   6 |   0 | 1.257336e+06 |      --      |    Inf | unknown
  9.2s|     1 |     0 | 18334 |     - |   709M |   0 |  18k|3137 |3457 | 327 | 10 |   6 |   0 | 1.264140e+06 |      --      |    Inf | unknown
  9.6s|     1 |     0 | 18670 |     - |   709M |   0 |  18k|3137 |3463 | 333 | 11 |   6 |   0 | 1.266163e+06 |      --      |    Inf | unknown
r 9.6s|     1 |     0 | 18670 |     - |shifting|   0 |  18k|3137 |3463 | 333 | 11 |   6 |   0 | 1.266163e+06 | 1.680987e+06 |  32.76%| unknown
  9.9s|     1 |     0 | 19214 |     - |   709M |   0 |  18k|3137 |3479 | 349 | 12 |   6 |   0 | 1.269390e+06 | 1.680987e+06 |  32.42%| unknown
i10.1s|     1 |     0 | 20307 |     - |  oneopt|   0 |  18k|3137 |3479 | 349 | 12 |   6 |   0 | 1.269390e+06 | 1.400561e+06 |  10.33%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 10.4s|     1 |     0 | 20865 |     - |   710M |   0 |  18k|3137 |3493 | 363 | 13 |   6 |   0 | 1.270565e+06 | 1.400561e+06 |  10.23%| unknown
 10.5s|     1 |     0 | 20970 |     - |   710M |   0 |  18k|3137 |3498 | 368 | 14 |   6 |   0 | 1.271429e+06 | 1.400561e+06 |  10.16%| unknown
 10.9s|     1 |     0 | 21617 |     - |   711M |   0 |  18k|3137 |3508 | 378 | 15 |   6 |   0 | 1.273861e+06 | 1.400561e+06 |   9.95%| unknown
 11.1s|     1 |     0 | 21811 |     - |   714M |   0 |  18k|3134 |3516 | 386 | 16 |   6 |   0 | 1.274353e+06 | 1.400561e+06 |   9.90%| unknown
 11.3s|     1 |     0 | 21890 |     - |   715M |   0 |  18k|3133 |3522 | 392 | 17 |   6 |   0 | 1.274644e+06 | 1.400561e+06 |   9.88%| unknown
 11.5s|     1 |     0 | 22000 |     - |   715M |   0 |  18k|3133 |3475 | 400 | 18 |   6 |   0 | 1.274868e+06 | 1.400561e+06 |   9.86%| unknown
 11.9s|     1 |     0 | 22565 |     - |   716M |   0 |  18k|3132 |3482 | 407 | 19 |   6 |   0 | 1.276177e+06 | 1.400561e+06 |   9.75%| unknown
 12.3s|     1 |     0 | 22961 |     - |   717M |   0 |  18k|3132 |3488 | 413 | 20 |   6 |   0 | 1.276677e+06 | 1.400561e+06 |   9.70%| unknown
 12.5s|     1 |     0 | 23237 |     - |   717M |   0 |  18k|3132 |3495 | 420 | 21 |   6 |   0 | 1.276763e+06 | 1.400561e+06 |   9.70%| unknown
 12.6s|     1 |     0 | 23286 |     - |   718M |   0 |  18k|3132 |3500 | 425 | 22 |   6 |   0 | 1.276839e+06 | 1.400561e+06 |   9.69%| unknown
 12.8s|     1 |     0 | 23342 |     - |   718M |   0 |  18k|3132 |3502 | 427 | 23 |   6 |   0 | 1.276904e+06 | 1.400561e+06 |   9.68%| unknown
 13.0s|     1 |     0 | 23756 |     - |   720M |   0 |  18k|3132 |3466 | 430 | 24 |   6 |   0 | 1.277042e+06 | 1.400561e+06 |   9.67%| unknown
 13.2s|     1 |     0 | 23809 |     - |   720M |   0 |  18k|3132 |3470 | 434 | 25 |   6 |   0 | 1.277082e+06 | 1.400561e+06 |   9.67%| unknown
 13.4s|     1 |     0 | 23987 |     - |   721M |   0 |  18k|3132 |3478 | 442 | 26 |   6 |   0 | 1.277211e+06 | 1.400561e+06 |   9.66%| unknown
 13.6s|     1 |     0 | 24117 |     - |   722M |   0 |  18k|3132 |3483 | 447 | 27 |   6 |   0 | 1.277464e+06 | 1.400561e+06 |   9.64%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 13.8s|     1 |     0 | 24161 |     - |   722M |   0 |  18k|3132 |3486 | 450 | 28 |   6 |   0 | 1.277526e+06 | 1.400561e+06 |   9.63%| unknown
 14.0s|     1 |     0 | 24236 |     - |   722M |   0 |  18k|3132 |3490 | 454 | 29 |   6 |   0 | 1.277647e+06 | 1.400561e+06 |   9.62%| unknown
 14.2s|     1 |     0 | 24349 |     - |   722M |   0 |  18k|3132 |3459 | 457 | 30 |   6 |   0 | 1.277810e+06 | 1.400561e+06 |   9.61%| unknown
r14.2s|     1 |     0 | 24349 |     - |shifting|   0 |  18k|3132 |3459 | 457 | 30 |   6 |   0 | 1.277810e+06 | 1.371234e+06 |   7.31%| unknown
 14.3s|     1 |     0 | 24417 |     - |   722M |   0 |  18k|3132 |3461 | 459 | 31 |   6 |   0 | 1.277843e+06 | 1.371234e+06 |   7.31%| unknown
i14.4s|     1 |     0 | 24919 |     - |  oneopt|   0 |  18k|3132 |3461 | 459 | 31 |   6 |   0 | 1.277843e+06 | 1.318640e+06 |   3.19%| unknown
 14.6s|     1 |     0 | 25234 |     - |   724M |   0 |  18k|3132 |3464 | 462 | 32 |   6 |   0 | 1.277866e+06 | 1.318640e+06 |   3.19%| unknown
 14.8s|     1 |     0 | 25330 |     - |   724M |   0 |  18k|3132 |3471 | 469 | 33 |   6 |   0 | 1.277943e+06 | 1.318640e+06 |   3.18%| unknown
 14.9s|     1 |     0 | 25389 |     - |   724M |   0 |  18k|3132 |3466 | 475 | 34 |   6 |   0 | 1.277962e+06 | 1.318640e+06 |   3.18%| unknown
 15.1s|     1 |     0 | 25409 |     - |   724M |   0 |  18k|3132 |3468 | 477 | 35 |   6 |   0 | 1.277966e+06 | 1.318640e+06 |   3.18%| unknown
 15.2s|     1 |     0 | 25429 |     - |   724M |   0 |  18k|3132 |3469 | 478 | 36 |   6 |   0 | 1.277978e+06 | 1.318640e+06 |   3.18%| unknown
 15.3s|     1 |     0 | 25470 |     - |   724M |   0 |  18k|3132 |3473 | 482 | 37 |   6 |   0 | 1.277995e+06 | 1.318640e+06 |   3.18%| unknown
 15.5s|     1 |     0 | 25515 |     - |   724M |   0 |  18k|3132 |3477 | 486 | 38 |   6 |   0 | 1.278048e+06 | 1.318640e+06 |   3.18%| unknown
 15.6s|     1 |     0 | 25599 |     - |   724M |   0 |  18k|3132 |3480 | 489 | 39 |   6 |   0 | 1.278099e+06 | 1.318640e+06 |   3.17%| unknown
 15.8s|     1 |     0 | 25608 |     - |   724M |   0 |  18k|3132 |3453 | 490 | 40 |   6 |   0 | 1.278108e+06 | 1.318640e+06 |   3.17%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
L17.3s|     1 |     0 | 28242 |     - |    rens|   0 |  18k|3134 |3453 | 490 | 40 |  14k|   0 | 1.278108e+06 | 1.278865e+06 |   0.06%| unknown
L17.5s|     1 |     0 | 28242 |     - |    alns|   0 |  18k|3134 |3453 | 490 | 40 |  14k|   0 | 1.278108e+06 | 1.278565e+06 |   0.04%| unknown
 17.6s|     1 |     0 | 28242 |     - |   729M |   0 |  18k|3134 |3453 | 490 | 40 |  14k|   0 | 1.278108e+06 | 1.278565e+06 |   0.04%| unknown
 17.6s|     1 |     0 | 28242 |     - |   729M |   0 |  18k|3134 |3453 | 490 | 40 |  14k|   0 | 1.278108e+06 | 1.278565e+06 |   0.04%| unknown
 17.8s|     1 |     0 | 28286 |     - |   729M |   0 |  18k|3133 |3459 | 496 | 41 |  14k|   0 | 1.278114e+06 | 1.278565e+06 |   0.04%| unknown
 17.8s|     1 |     0 | 28317 |     - |   729M |   0 |  18k|3133 |3462 | 499 | 42 |  14k|   0 | 1.278134e+06 | 1.278565e+06 |   0.03%| unknown
 18.3s|     1 |     0 | 28613 |     - |   731M |   0 |  18k|3123 |3462 | 499 | 42 |  39k|   8 | 1.278376e+06 | 1.278565e+06 |   0.01%| unknown
 18.5s|     1 |     0 | 28807 |     - |   731M |   0 |  18k|3123 |3469 | 506 | 43 |  39k|   8 | 1.278376e+06 | 1.278565e+06 |   0.01%| unknown
 18.5s|     1 |     0 | 28866 |     - |   731M |   0 |  18k|3123 |3471 | 508 | 44 |  39k|   8 | 1.278376e+06 | 1.278565e+06 |   0.01%| unknown
 18.9s|     1 |     0 | 29121 |     - |   731M |   0 |  18k|3108 |3471 | 508 | 44 |  53k|  19 | 1.278376e+06 | 1.278565e+06 |   0.01%| unknown
 19.0s|     1 |     0 | 29149 |     - |   731M |   0 |  18k|3108 |3473 | 510 | 45 |  53k|  19 | 1.278376e+06 | 1.278565e+06 |   0.01%| unknown
 19.2s|     1 |     0 | 29202 |     - |   731M |   0 |  18k|3028 |3461 | 510 | 46 |  66k|  23 | 1.278376e+06 | 1.278565e+06 |   0.01%| unknown
