feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       245 del vars, 8813 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 3617 clqs
   (0.0s) running MILP presolver
   (0.0s) MILP presolver found nothing
(round 2, exhaustive) 245 del vars, 8813 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 3625 upgd conss, 0 impls, 3617 clqs
   (0.1s) probing: 51/280 (18.2%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.1s) probing aborted: 50/50 successive totally useless probings
   (0.1s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.1s) symmetry computation finished: 1 generators found (max: 1500, log10 of symmetry group size: 0.3)
(round 3, exhaustive) 246 del vars, 8813 del conss, 1 add conss, 0 chg bounds, 0 chg sides, 6 chg coeffs, 3625 upgd conss, 0 impls, 3591 clqs
(round 4, fast)       246 del vars, 8839 del conss, 1 add conss, 0 chg bounds, 0 chg sides, 6 chg coeffs, 3625 upgd conss, 0 impls, 3591 clqs
(round 5, exhaustive) 246 del vars, 8839 del conss, 1 add conss, 0 chg bounds, 0 chg sides, 16 chg coeffs, 3625 upgd conss, 0 impls, 3591 clqs
   (0.1s) probing: 56/280 (20.0%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.1s) probing aborted: 50/50 successive totally useless probings
presolving (6 rounds: 6 fast, 4 medium, 4 exhaustive):
 246 deleted vars, 8839 deleted constraints, 1 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 20 changed coefficients
 0 implications, 3591 cliques
presolved problem has 279 variables (279 bin, 0 int, 0 impl, 0 cont) and 3600 constraints
      8 constraints of type <knapsack>
   3591 constraints of type <setppc>
      1 constraints of type <orbitope>
transformed objective value is always integral (scale: 0.5)
Presolving Time: 0.07
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 0.1s|     1 |     0 |     0 |     - |  clique|   0 | 279 |3600 |3599 |   0 |  0 |   0 |   0 | 4.823000e+03 | 4.040000e+02 |1093.81%| unknown
p 0.1s|     1 |     0 |     0 |     - | vbounds|   0 | 279 |3600 |3599 |   0 |  0 |   0 |   0 | 4.823000e+03 | 4.200000e+02 |1048.33%| unknown
  0.2s|     1 |     0 |  1130 |     - |    28M |   0 | 279 |3600 |3599 |   0 |  0 |   0 |   0 | 6.468920e+02 | 4.200000e+02 |  54.02%| unknown
  0.3s|     1 |     0 |  1176 |     - |    31M |   0 | 279 |3600 |3605 |   6 |  1 |   0 |   0 | 6.468920e+02 | 4.200000e+02 |  54.02%| unknown
  0.5s|     1 |     0 |  1244 |     - |    33M |   0 | 279 |3600 |3608 |   9 |  2 |   0 |   0 | 6.468920e+02 | 4.200000e+02 |  54.02%| unknown
  0.6s|     1 |     0 |  1312 |     - |    35M |   0 | 279 |3600 |3611 |  12 |  3 |   0 |   0 | 6.468920e+02 | 4.200000e+02 |  54.02%| unknown
  0.7s|     1 |     0 |  1410 |     - |    38M |   0 | 279 |3600 |3619 |  20 |  4 |   0 |   0 | 6.468808e+02 | 4.200000e+02 |  54.02%| unknown
  0.9s|     1 |     0 |  1493 |     - |    38M |   0 | 279 |3600 |3624 |  25 |  5 |   0 |   0 | 6.468547e+02 | 4.200000e+02 |  54.01%| unknown
  1.0s|     1 |     0 |  1723 |     - |    40M |   0 | 279 |3600 |3631 |  32 |  6 |   0 |   0 | 6.467500e+02 | 4.200000e+02 |  53.99%| unknown
  1.2s|     1 |     0 |  1840 |     - |    41M |   0 | 279 |3600 |3638 |  39 |  7 |   0 |   0 | 6.465863e+02 | 4.200000e+02 |  53.95%| unknown
  1.3s|     1 |     0 |  2113 |     - |    42M |   0 | 279 |3600 |3644 |  45 |  8 |   0 |   0 | 6.458795e+02 | 4.200000e+02 |  53.78%| unknown
  1.4s|     1 |     0 |  2312 |     - |    46M |   0 | 279 |3600 |3651 |  52 |  9 |   0 |   0 | 6.449428e+02 | 4.200000e+02 |  53.56%| unknown
