feasible solution found by trivial heuristic after 0.2 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       2497 del vars, 3933 del conss, 0 add conss, 2500 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 1142 clqs
(round 2, fast)       2500 del vars, 3936 del conss, 0 add conss, 2500 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 1142 clqs
   (0.3s) running MILP presolver
   (0.4s) MILP presolver (2 rounds): 0 aggregations, 0 fixings, 0 bound changes
(round 3, exhaustive) 2500 del vars, 4264 del conss, 0 add conss, 2500 chg bounds, 276 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 1142 clqs
   (0.5s) running MILP presolver
   (0.5s) MILP presolver found nothing
(round 4, exhaustive) 2500 del vars, 4264 del conss, 0 add conss, 2500 chg bounds, 276 chg sides, 0 chg coeffs, 1041 upgd conss, 0 impls, 1142 clqs
   (3.8s) probing: 151/17775 (0.8%) - 0 fixings, 0 aggregations, 680050 implications, 0 bound changes
   (3.8s) probing aborted: 50/50 successive totally useless probings
   (3.8s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (3.8s) no symmetry present
presolving (5 rounds: 5 fast, 3 medium, 3 exhaustive):
 2500 deleted vars, 4264 deleted constraints, 0 added constraints, 2500 tightened bounds, 0 added holes, 276 changed sides, 0 changed coefficients
 0 implications, 36287 cliques
presolved problem has 17775 variables (17775 bin, 0 int, 0 impl, 0 cont) and 1041 constraints
    175 constraints of type <knapsack>
    866 constraints of type <setppc>
Presolving Time: 3.73
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 4.1s|     1 |     0 |     0 |     - |  clique|   0 |  17k|1041 |1041 |   0 |  0 |   0 |   0 | 9.262738e+06 | 7.101943e+05 |1204.25%| unknown
p 4.7s|     1 |     0 |    33 |     - | vbounds|   0 |  17k|1052 |1041 |   0 |  0 |  11 |   0 | 9.262738e+06 | 7.355235e+05 |1159.34%| unknown
  7.1s|     1 |     0 |  7081 |     - |   180M |   0 |  17k|1052 |1041 |   0 |  0 |  11 |   0 | 2.022410e+06 | 7.355235e+05 | 174.96%| unknown
  7.9s|     1 |     0 |  7902 |     - |   184M |   0 |  17k|1052 |1043 |   2 |  1 |  11 |   0 | 1.880363e+06 | 7.355235e+05 | 155.65%| unknown
  8.1s|     1 |     0 |  8206 |     - |   193M |   0 |  17k|1053 |1047 |   6 |  2 |  12 |   0 | 1.788446e+06 | 7.355235e+05 | 143.15%| unknown
  8.5s|     1 |     0 |  8865 |     - |   200M |   0 |  17k|1053 |1049 |   8 |  3 |  12 |   0 | 1.756787e+06 | 7.355235e+05 | 138.85%| unknown
  8.8s|     1 |     0 |  9111 |     - |   207M |   0 |  17k|1053 |1054 |  13 |  4 |  12 |   0 | 1.679315e+06 | 7.355235e+05 | 128.32%| unknown
  8.9s|     1 |     0 |  9302 |     - |   207M |   0 |  17k|1053 |1059 |  18 |  5 |  12 |   0 | 1.601434e+06 | 7.355235e+05 | 117.73%| unknown
  9.1s|     1 |     0 |  9456 |     - |   207M |   0 |  17k|1054 |1066 |  25 |  6 |  13 |   0 | 1.559294e+06 | 7.355235e+05 | 112.00%| unknown
  9.2s|     1 |     0 |  9552 |     - |   207M |   0 |  17k|1054 |1072 |  31 |  7 |  13 |   0 | 1.535381e+06 | 7.355235e+05 | 108.75%| unknown
  9.9s|     1 |     0 | 10500 |     - |   208M |   0 |  17k|1054 |1079 |  38 |  8 |  13 |   0 | 1.501174e+06 | 7.355235e+05 | 104.10%| unknown
 10.3s|     1 |     0 | 10618 |     - |   218M |   0 |  17k|1054 |1083 |  42 |  9 |  13 |   0 | 1.471954e+06 | 7.355235e+05 | 100.12%| unknown
 10.5s|     1 |     0 | 10755 |     - |   219M |   0 |  17k|1054 |1090 |  49 | 10 |  13 |   0 | 1.441885e+06 | 7.355235e+05 |  96.04%| unknown
 10.6s|     1 |     0 | 10856 |     - |   219M |   0 |  17k|1055 |1099 |  58 | 11 |  14 |   0 | 1.429266e+06 | 7.355235e+05 |  94.32%| unknown
 10.9s|     1 |     0 | 11044 |     - |   219M |   0 |  17k|1055 |1108 |  67 | 12 |  14 |   0 | 1.411734e+06 | 7.355235e+05 |  91.94%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 11.0s|     1 |     0 | 11154 |     - |   219M |   0 |  17k|1055 |1119 |  78 | 13 |  14 |   0 | 1.393913e+06 | 7.355235e+05 |  89.51%| unknown
 11.3s|     1 |     0 | 11459 |     - |   219M |   0 |  17k|1055 |1129 |  88 | 14 |  14 |   0 | 1.377514e+06 | 7.355235e+05 |  87.28%| unknown
 11.4s|     1 |     0 | 11549 |     - |   220M |   0 |  17k|1056 |1139 |  98 | 15 |  15 |   0 | 1.365779e+06 | 7.355235e+05 |  85.69%| unknown
 11.6s|     1 |     0 | 11877 |     - |   220M |   0 |  17k|1056 |1151 | 110 | 16 |  15 |   0 | 1.347224e+06 | 7.355235e+05 |  83.17%| unknown
 11.9s|     1 |     0 | 12449 |     - |   221M |   0 |  17k|1056 |1161 | 120 | 17 |  15 |   0 | 1.337446e+06 | 7.355235e+05 |  81.84%| unknown
 12.1s|     1 |     0 | 12530 |     - |   221M |   0 |  17k|1056 |1174 | 133 | 18 |  15 |   0 | 1.333233e+06 | 7.355235e+05 |  81.26%| unknown
 12.2s|     1 |     0 | 12619 |     - |   221M |   0 |  17k|1056 |1187 | 146 | 19 |  15 |   0 | 1.325732e+06 | 7.355235e+05 |  80.24%| unknown
 12.3s|     1 |     0 | 12769 |     - |   221M |   0 |  17k|1057 |1201 | 160 | 20 |  16 |   0 | 1.311239e+06 | 7.355235e+05 |  78.27%| unknown
 12.5s|     1 |     0 | 12985 |     - |   221M |   0 |  17k|1057 |1217 | 176 | 21 |  16 |   0 | 1.300320e+06 | 7.355235e+05 |  76.79%| unknown
 12.6s|     1 |     0 | 13100 |     - |   221M |   0 |  17k|1057 |1232 | 191 | 22 |  16 |   0 | 1.296164e+06 | 7.355235e+05 |  76.22%| unknown
 12.7s|     1 |     0 | 13164 |     - |   221M |   0 |  17k|1057 |1247 | 206 | 23 |  16 |   0 | 1.292389e+06 | 7.355235e+05 |  75.71%| unknown
 12.9s|     1 |     0 | 13237 |     - |   221M |   0 |  17k|1057 |1263 | 222 | 24 |  16 |   0 | 1.286390e+06 | 7.355235e+05 |  74.89%| unknown
 13.0s|     1 |     0 | 13340 |     - |   222M |   0 |  17k|1057 |1276 | 235 | 25 |  16 |   0 | 1.283474e+06 | 7.355235e+05 |  74.50%| unknown
 13.1s|     1 |     0 | 13398 |     - |   222M |   0 |  17k|1057 |1289 | 248 | 26 |  16 |   0 | 1.280452e+06 | 7.355235e+05 |  74.09%| unknown
 13.3s|     1 |     0 | 13533 |     - |   222M |   0 |  17k|1057 |1304 | 263 | 27 |  16 |   0 | 1.277253e+06 | 7.355235e+05 |  73.65%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 13.5s|     1 |     0 | 13786 |     - |   222M |   0 |  17k|1057 |1318 | 278 | 28 |  16 |   0 | 1.270069e+06 | 7.355235e+05 |  72.68%| unknown
 13.7s|     1 |     0 | 14009 |     - |   222M |   0 |  17k|1057 |1335 | 295 | 29 |  16 |   0 | 1.267520e+06 | 7.355235e+05 |  72.33%| unknown
 13.8s|     1 |     0 | 14268 |     - |   222M |   0 |  17k|1057 |1353 | 313 | 30 |  16 |   0 | 1.262187e+06 | 7.355235e+05 |  71.60%| unknown
 14.0s|     1 |     0 | 14400 |     - |   222M |   0 |  17k|1057 |1370 | 330 | 31 |  16 |   0 | 1.258371e+06 | 7.355235e+05 |  71.09%| unknown
 14.2s|     1 |     0 | 14649 |     - |   222M |   0 |  17k|1057 |1386 | 346 | 32 |  16 |   0 | 1.254697e+06 | 7.355235e+05 |  70.59%| unknown
 14.4s|     1 |     0 | 14967 |     - |   222M |   0 |  17k|1057 |1403 | 363 | 33 |  16 |   0 | 1.248742e+06 | 7.355235e+05 |  69.78%| unknown
 14.6s|     1 |     0 | 15154 |     - |   223M |   0 |  17k|1057 |1411 | 376 | 34 |  16 |   0 | 1.246694e+06 | 7.355235e+05 |  69.50%| unknown
 14.8s|     1 |     0 | 15484 |     - |   223M |   0 |  17k|1058 |1423 | 388 | 35 |  17 |   0 | 1.244237e+06 | 7.355235e+05 |  69.16%| unknown
 15.1s|     1 |     0 | 15991 |     - |   223M |   0 |  17k|1058 |1441 | 406 | 36 |  17 |   0 | 1.240063e+06 | 7.355235e+05 |  68.60%| unknown
 15.3s|     1 |     0 | 16172 |     - |   223M |   0 |  17k|1058 |1455 | 420 | 37 |  17 |   0 | 1.237188e+06 | 7.355235e+05 |  68.21%| unknown
 15.4s|     1 |     0 | 16291 |     - |   223M |   0 |  17k|1058 |1467 | 432 | 38 |  17 |   0 | 1.234514e+06 | 7.355235e+05 |  67.84%| unknown
 15.7s|     1 |     0 | 16679 |     - |   223M |   0 |  17k|1058 |1483 | 448 | 39 |  17 |   0 | 1.228677e+06 | 7.355235e+05 |  67.05%| unknown
 15.9s|     1 |     0 | 16782 |     - |   223M |   0 |  17k|1058 |1494 | 463 | 40 |  17 |   0 | 1.225721e+06 | 7.355235e+05 |  66.65%| unknown
 16.0s|     1 |     0 | 16898 |     - |   223M |   0 |  17k|1058 |1510 | 479 | 41 |  17 |   0 | 1.220236e+06 | 7.355235e+05 |  65.90%| unknown
 16.3s|     1 |     0 | 17166 |     - |   223M |   0 |  17k|1058 |1529 | 498 | 42 |  17 |   0 | 1.215040e+06 | 7.355235e+05 |  65.19%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 16.5s|     1 |     0 | 17270 |     - |   223M |   0 |  17k|1058 |1546 | 515 | 43 |  17 |   0 | 1.212871e+06 | 7.355235e+05 |  64.90%| unknown
 16.8s|     1 |     0 | 17428 |     - |   224M |   0 |  17k|1058 |1564 | 533 | 44 |  17 |   0 | 1.208156e+06 | 7.355235e+05 |  64.26%| unknown
 17.0s|     1 |     0 | 17566 |     - |   224M |   0 |  17k|1058 |1581 | 550 | 45 |  17 |   0 | 1.206659e+06 | 7.355235e+05 |  64.05%| unknown
 17.2s|     1 |     0 | 17754 |     - |   224M |   0 |  17k|1058 |1593 | 568 | 46 |  17 |   0 | 1.205590e+06 | 7.355235e+05 |  63.91%| unknown
 17.5s|     1 |     0 | 17903 |     - |   224M |   0 |  17k|1058 |1611 | 586 | 47 |  17 |   0 | 1.204790e+06 | 7.355235e+05 |  63.80%| unknown
 17.7s|     1 |     0 | 18049 |     - |   224M |   0 |  17k|1058 |1625 | 600 | 48 |  17 |   0 | 1.202324e+06 | 7.355235e+05 |  63.47%| unknown
 17.9s|     1 |     0 | 18089 |     - |   224M |   0 |  17k|1058 |1640 | 615 | 49 |  17 |   0 | 1.201704e+06 | 7.355235e+05 |  63.38%| unknown
 18.2s|     1 |     0 | 18240 |     - |   224M |   0 |  17k|1058 |1657 | 632 | 50 |  17 |   0 | 1.200898e+06 | 7.355235e+05 |  63.27%| unknown
