presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 18500 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.1s) running MILP presolver
   (0.1s) MILP presolver found nothing
   (0.5s) probing: 51/500 (10.2%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.5s) probing aborted: 50/50 successive totally useless probings
   (0.5s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.5s) no symmetry present
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 18500 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 19000 variables (500 bin, 0 int, 0 impl, 18500 cont) and 537 constraints
    537 constraints of type <linear>
Presolving Time: 0.46

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 0.5s|     1 |     0 |    37 |     - |   locks|   0 |  19k| 537 | 537 |   0 |  0 |   0 |   0 | 0.000000e+00 | 2.019644e+06 |    Inf | unknown
i 0.5s|     1 |     0 |    37 |     - |  oneopt|   0 |  19k| 537 | 537 |   0 |  0 |   0 |   0 | 0.000000e+00 | 1.363080e+05 |    Inf | unknown
  0.6s|     1 |     0 |   299 |     - |   110M |   0 |  19k| 537 | 537 |   0 |  0 |   0 |   0 | 1.115988e+04 | 1.363080e+05 |1121.41%| unknown
r 0.6s|     1 |     0 |   299 |     - |simplero|   0 |  19k| 537 | 537 |   0 |  0 |   0 |   0 | 1.115988e+04 | 1.302000e+05 |1066.68%| unknown
  0.6s|     1 |     0 |   352 |     - |   115M |   0 |  19k| 537 | 572 |  35 |  1 |   0 |   0 | 1.217170e+04 | 1.302000e+05 | 969.69%| unknown
  0.6s|     1 |     0 |   408 |     - |   117M |   0 |  19k| 537 | 608 |  71 |  2 |   0 |   0 | 1.400542e+04 | 1.302000e+05 | 829.64%| unknown
r 0.7s|     1 |     0 |   408 |     - |shifting|   0 |  19k| 537 | 608 |  71 |  2 |   0 |   0 | 1.400542e+04 | 1.280184e+05 | 814.06%| unknown
  0.7s|     1 |     0 |   489 |     - |   117M |   0 |  19k| 537 | 645 | 108 |  3 |   0 |   0 | 1.634145e+04 | 1.280184e+05 | 683.40%| unknown
  0.7s|     1 |     0 |   543 |     - |   119M |   0 |  19k| 537 | 679 | 142 |  4 |   0 |   0 | 1.777455e+04 | 1.280184e+05 | 620.23%| unknown
r 0.8s|     1 |     0 |   543 |     - |shifting|   0 |  19k| 537 | 679 | 142 |  4 |   0 |   0 | 1.777455e+04 | 1.278678e+05 | 619.39%| unknown
  0.8s|     1 |     0 |   619 |     - |   120M |   0 |  19k| 537 | 715 | 178 |  5 |   0 |   0 | 1.959676e+04 | 1.278678e+05 | 552.49%| unknown
r 0.8s|     1 |     0 |   619 |     - |shifting|   0 |  19k| 537 | 715 | 178 |  5 |   0 |   0 | 1.959676e+04 | 1.245309e+05 | 535.47%| unknown
  0.9s|     1 |     0 |   682 |     - |   120M |   0 |  19k| 537 | 749 | 212 |  6 |   0 |   0 | 2.132441e+04 | 1.245309e+05 | 483.98%| unknown
  0.9s|     1 |     0 |   735 |     - |   123M |   0 |  19k| 537 | 786 | 249 |  7 |   0 |   0 | 2.269926e+04 | 1.245309e+05 | 448.61%| unknown
  1.0s|     1 |     0 |   806 |     - |   124M |   0 |  19k| 537 | 822 | 285 |  8 |   0 |   0 | 2.408672e+04 | 1.245309e+05 | 417.01%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.1s|     1 |     0 |   877 |     - |   125M |   0 |  19k| 537 | 858 | 321 |  9 |   0 |   0 | 2.583115e+04 | 1.245309e+05 | 382.10%| unknown
