presolving:
(round 1, fast)       16391 del vars, 15454 del conss, 0 add conss, 30550 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 941 clqs
(round 2, fast)       16393 del vars, 15454 del conss, 0 add conss, 30550 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 941 clqs
   (0.2s) running MILP presolver
   (0.2s) MILP presolver found nothing
(round 3, exhaustive) 16393 del vars, 15454 del conss, 0 add conss, 30550 chg bounds, 0 chg sides, 0 chg coeffs, 1520 upgd conss, 0 impls, 941 clqs
(round 4, fast)       16396 del vars, 15454 del conss, 0 add conss, 30550 chg bounds, 0 chg sides, 0 chg coeffs, 1520 upgd conss, 0 impls, 941 clqs
   (0.2s) probing: 51/753 (6.8%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.2s) probing aborted: 50/50 successive totally useless probings
   (0.2s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.2s) no symmetry present
presolving (5 rounds: 5 fast, 2 medium, 2 exhaustive):
 16396 deleted vars, 15454 deleted constraints, 0 added constraints, 30550 tightened bounds, 0 added holes, 0 changed sides, 3 changed coefficients
 0 implications, 944 cliques
presolved problem has 753 variables (753 bin, 0 int, 0 impl, 0 cont) and 1520 constraints
    941 constraints of type <setppc>
    579 constraints of type <logicor>
Presolving Time: 0.10

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
t 0.2s|     1 |     0 |     0 |     - | trivial|   0 | 753 |1520 |   0 |   0 |  0 |   0 |   0 | 8.709000e+03 | 0.000000e+00 |    Inf | unknown
p 0.2s|     1 |     0 |     0 |     - |   locks|   0 | 753 |1520 |1520 |   0 |  0 |   0 |   0 | 8.709000e+03 | 1.694000e+03 | 414.11%| unknown
i 0.2s|     1 |     0 |     0 |     - |  oneopt|   0 | 753 |1520 |1520 |   0 |  0 |   0 |   0 | 8.709000e+03 | 1.744000e+03 | 399.37%| unknown
  0.2s|     1 |     0 |   211 |     - |    64M |   0 | 753 |1520 |1520 |   0 |  0 |   0 |   0 | 4.354500e+03 | 1.744000e+03 | 149.68%| unknown
  0.2s|     1 |     0 |   319 |     - |    65M |   0 | 753 |1520 |1530 |  10 |  1 |   0 |   0 | 4.213971e+03 | 1.744000e+03 | 141.63%| unknown
  0.3s|     1 |     0 |   424 |     - |    66M |   0 | 753 |1520 |1542 |  22 |  2 |   0 |   0 | 4.089214e+03 | 1.744000e+03 | 134.47%| unknown
  0.3s|     1 |     0 |   564 |     - |    66M |   0 | 753 |1520 |1560 |  40 |  4 |   0 |   0 | 3.974801e+03 | 1.744000e+03 | 127.91%| unknown
  0.3s|     1 |     0 |   647 |     - |    66M |   0 | 753 |1520 |1574 |  54 |  5 |   0 |   0 | 3.908886e+03 | 1.744000e+03 | 124.13%| unknown
  0.4s|     1 |     0 |   730 |     - |    67M |   0 | 753 |1520 |1585 |  65 |  6 |   0 |   0 | 3.831215e+03 | 1.744000e+03 | 119.68%| unknown
  0.5s|     1 |     0 |   811 |     - |    67M |   0 | 753 |1520 |1600 |  80 |  7 |   0 |   0 | 3.779855e+03 | 1.744000e+03 | 116.73%| unknown
  0.6s|     1 |     0 |   896 |     - |    67M |   0 | 753 |1520 |1612 |  92 |  8 |   0 |   0 | 3.739498e+03 | 1.744000e+03 | 114.42%| unknown
  0.6s|     1 |     0 |   921 |     - |    67M |   0 | 753 |1520 |1617 |  97 |  9 |   0 |   0 | 3.733493e+03 | 1.744000e+03 | 114.08%| unknown
  0.7s|     1 |     0 |  1048 |     - |    67M |   0 | 753 |1520 |1631 | 111 | 10 |   0 |   0 | 3.679298e+03 | 1.744000e+03 | 110.97%| unknown
  0.7s|     1 |     0 |  1248 |     - |    68M |   0 | 753 |1520 |1641 | 121 | 11 |   0 |   0 | 3.641940e+03 | 1.744000e+03 | 108.83%| unknown
  0.8s|     1 |     0 |  1408 |     - |    68M |   0 | 753 |1520 |1649 | 129 | 12 |   0 |   0 | 3.590311e+03 | 1.744000e+03 | 105.87%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.8s|     1 |     0 |  1476 |     - |    68M |   0 | 753 |1520 |1657 | 137 | 13 |   0 |   0 | 3.575001e+03 | 1.744000e+03 | 104.99%| unknown
  0.8s|     1 |     0 |  1657 |     - |    68M |   0 | 753 |1520 |1662 | 142 | 14 |   0 |   0 | 3.550852e+03 | 1.744000e+03 | 103.60%| unknown
  0.8s|     1 |     0 |  1663 |     - |    68M |   0 | 753 |1520 |1663 | 143 | 15 |   0 |   0 | 3.550213e+03 | 1.744000e+03 | 103.57%| unknown
  0.8s|     1 |     0 |  1759 |     - |    69M |   0 | 753 |1520 |1673 | 153 | 16 |   0 |   0 | 3.535362e+03 | 1.744000e+03 | 102.72%| unknown
  0.8s|     1 |     0 |  1829 |     - |    69M |   0 | 753 |1520 |1678 | 158 | 17 |   0 |   0 | 3.531007e+03 | 1.744000e+03 | 102.47%| unknown
  0.9s|     1 |     0 |  1890 |     - |    69M |   0 | 753 |1520 |1674 | 162 | 18 |   0 |   0 | 3.529024e+03 | 1.744000e+03 | 102.35%| unknown
  0.9s|     1 |     0 |  1928 |     - |    70M |   0 | 753 |1520 |1679 | 167 | 19 |   0 |   0 | 3.525883e+03 | 1.744000e+03 | 102.17%| unknown
  0.9s|     1 |     0 |  2005 |     - |    70M |   0 | 753 |1520 |1682 | 170 | 20 |   0 |   0 | 3.520425e+03 | 1.744000e+03 | 101.86%| unknown
  0.9s|     1 |     0 |  2074 |     - |    70M |   0 | 753 |1520 |1685 | 173 | 21 |   0 |   0 | 3.517230e+03 | 1.744000e+03 | 101.68%| unknown
  0.9s|     1 |     0 |  2099 |     - |    70M |   0 | 753 |1520 |1686 | 174 | 22 |   0 |   0 | 3.516819e+03 | 1.744000e+03 | 101.65%| unknown
  0.9s|     1 |     0 |  2159 |     - |    70M |   0 | 753 |1520 |1691 | 179 | 23 |   0 |   0 | 3.514563e+03 | 1.744000e+03 | 101.52%| unknown
  1.0s|     1 |     0 |  2209 |     - |    70M |   0 | 753 |1520 |1680 | 185 | 24 |   0 |   0 | 3.512233e+03 | 1.744000e+03 | 101.39%| unknown
  1.0s|     1 |     0 |  2224 |     - |    70M |   0 | 753 |1520 |1682 | 187 | 25 |   0 |   0 | 3.511904e+03 | 1.744000e+03 | 101.37%| unknown
  1.0s|     1 |     0 |  2237 |     - |    70M |   0 | 753 |1520 |1683 | 188 | 26 |   0 |   0 | 3.511717e+03 | 1.744000e+03 | 101.36%| unknown
  1.0s|     1 |     0 |  2299 |     - |    70M |   0 | 753 |1520 |1688 | 193 | 27 |   0 |   0 | 3.509868e+03 | 1.744000e+03 | 101.25%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.0s|     1 |     0 |  2307 |     - |    70M |   0 | 753 |1520 |1689 | 194 | 28 |   0 |   0 | 3.509792e+03 | 1.744000e+03 | 101.25%| unknown
d 1.1s|     1 |     0 |  3664 |     - |farkasdi|   0 | 753 |1520 |1689 |   0 | 30 |   0 |   0 | 3.509792e+03 | 1.845017e+03 |  90.23%| unknown
d 1.1s|     1 |     0 |  3681 |     - |farkasdi|   0 | 753 |1520 |1689 |   0 | 30 |   0 |   0 | 3.509792e+03 | 2.625690e+03 |  33.67%| unknown
L 6.6s|     1 |     0 |  3681 |     - |    rens|   0 | 753 |1520 |1689 | 194 | 30 |   0 |   0 | 3.509792e+03 | 2.686974e+03 |  30.62%| unknown
  6.6s|     1 |     0 |  3681 |     - |    71M |   0 | 753 |1520 |1689 | 194 | 30 |   0 |   0 | 3.509792e+03 | 2.686974e+03 |  30.62%| unknown
  6.6s|     1 |     0 |  3710 |     - |    71M |   0 | 753 |1520 |1693 | 198 | 31 |   0 |   0 | 3.509433e+03 | 2.686974e+03 |  30.61%| unknown
  7.5s|     1 |     2 |  3710 |     - |    72M |   0 | 753 |1520 |1693 | 198 | 32 |   0 |  19 | 3.478412e+03 | 2.686974e+03 |  29.45%| unknown
*13.6s|    39 |     9 |  8182 | 153.8 |    LP  |  13 | 753 |1628 |1695 | 255 |  5 | 108 | 766 | 3.443463e+03 | 2.697204e+03 |  27.67%|   5.40%
*15.1s|    46 |    12 |  9621 | 161.9 |strongbr|  13 | 753 |1645 |1690 | 270 |  2 | 125 | 856 | 3.416460e+03 | 2.708862e+03 |  26.12%|   6.35%
*15.2s|    47 |    11 |  9757 | 161.3 |strongbr|  13 | 753 |1665 |1690 | 270 |  2 | 145 | 889 | 3.416460e+03 | 2.727922e+03 |  25.24%|   6.64%
*15.3s|    51 |    10 |  9901 | 151.3 |strongbr|  13 | 753 |1672 |1690 | 270 |  1 | 152 | 926 | 3.416460e+03 | 2.755012e+03 |  24.01%|   8.15%
*16.8s|    87 |    22 | 13509 | 129.9 |    LP  |  19 | 753 |1694 |1702 | 286 |  2 | 174 |1106 | 3.416460e+03 | 2.756571e+03 |  23.94%|   9.49%
i16.8s|    87 |    22 | 13509 | 129.9 |  oneopt|  19 | 753 |1694 |1702 | 286 |  2 | 174 |1106 | 3.416460e+03 | 2.759530e+03 |  23.81%|   9.49%
*17.1s|    99 |    26 | 14330 | 122.4 |    LP  |  19 | 753 |1694 |1711 | 299 |  2 | 174 |1119 | 3.416460e+03 | 2.760029e+03 |  23.78%|   9.75%
i17.1s|    99 |    26 | 14330 | 122.4 |  oneopt|  19 | 753 |1694 |1711 | 299 |  2 | 174 |1119 | 3.416460e+03 | 2.761838e+03 |  23.70%|   9.75%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 17.1s|   100 |    25 | 14337 | 121.2 |    78M |  19 | 753 |1694 |1711 | 299 |  0 | 174 |1119 | 3.416460e+03 | 2.761838e+03 |  23.70%|   9.75%
*17.7s|   108 |    29 | 16124 | 128.9 |    LP  |  19 | 753 |1706 |1697 | 299 |  1 | 186 |1208 | 3.406750e+03 | 2.781107e+03 |  22.50%|  10.49%
*18.4s|   153 |    30 | 18460 | 106.1 |strongbr|  19 | 753 |1712 |1701 | 302 |  1 | 192 |1264 | 3.406750e+03 | 2.786796e+03 |  22.25%|  12.67%
i18.4s|   153 |    30 | 18464 | 106.1 |  oneopt|  19 | 753 |1716 |1701 | 302 |  1 | 196 |1268 | 3.406750e+03 | 2.788606e+03 |  22.17%|  12.67%
*18.4s|   162 |    31 | 18688 | 101.6 |    LP  |  19 | 753 |1716 |1701 | 302 |  1 | 196 |1275 | 3.406750e+03 | 2.812466e+03 |  21.13%|  12.98%
i18.4s|   162 |    31 | 18688 | 101.6 |  oneopt|  19 | 753 |1716 |1701 | 302 |  1 | 196 |1275 | 3.406750e+03 | 2.814276e+03 |  21.05%|  12.98%
*18.4s|   168 |    28 | 18746 |  98.3 |    LP  |  19 | 753 |1566 |1701 | 302 |  1 | 198 |1277 | 3.406750e+03 | 2.870129e+03 |  18.70%|  13.07%
i18.4s|   168 |    28 | 18746 |  98.3 |  oneopt|  19 | 753 |1566 |1701 | 302 |  1 | 198 |1277 | 3.406750e+03 | 2.871938e+03 |  18.62%|  13.07%
*18.4s|   174 |    28 | 18927 |  95.9 |    LP  |  19 | 753 |1566 |1701 | 302 |  1 | 198 |1278 | 3.406750e+03 | 2.884907e+03 |  18.09%|  13.16%
i18.4s|   174 |    28 | 18927 |  95.9 |  oneopt|  19 | 753 |1566 |1701 | 302 |  1 | 198 |1278 | 3.406750e+03 | 2.886717e+03 |  18.01%|  13.16%
 19.1s|   200 |    28 | 20400 |  90.8 |    79M |  19 | 753 |1566 |1732 | 337 |  1 | 198 |1294 | 3.406750e+03 | 2.886717e+03 |  18.01%|  15.78%
*22.0s|   282 |    27 | 26418 |  85.7 |    LP  |  19 | 753 |1533 |1713 | 408 |  1 | 198 |1324 | 3.406750e+03 | 2.902546e+03 |  17.37%|  19.66%
*22.0s|   283 |    26 | 26436 |  85.5 |    LP  |  19 | 753 |1533 |1713 | 408 |  1 | 198 |1324 | 3.406750e+03 | 2.905642e+03 |  17.25%|  19.68%
 22.7s|   300 |    27 | 28100 |  86.2 |    83M |  19 | 753 |1535 |1702 | 423 |  0 | 200 |1350 | 3.406750e+03 | 2.905642e+03 |  17.25%|  21.90%
*23.9s|   317 |    26 | 29539 |  86.1 |    LP  |  19 | 753 |1536 |1748 | 468 |  1 | 201 |1361 | 3.406750e+03 | 2.914408e+03 |  16.89%|  22.88%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
*24.4s|   331 |    24 | 30474 |  85.3 |    LP  |  19 | 753 |1530 |1756 | 489 |  1 | 201 |1374 | 3.406750e+03 | 2.920861e+03 |  16.64%|  23.96%
*24.5s|   343 |    28 | 31174 |  84.3 |    LP  |  20 | 753 |1526 |1756 | 489 |  1 | 201 |1377 | 3.406750e+03 | 2.926459e+03 |  16.41%|  24.27%
*24.5s|   348 |    27 | 31207 |  83.2 |    LP  |  22 | 753 |1526 |1757 | 490 |  1 | 201 |1377 | 3.406750e+03 | 2.940496e+03 |  15.86%|  24.34%
 25.7s|   400 |    21 | 35944 |  84.2 |    89M |  22 | 753 |1538 |1734 | 527 |  0 | 213 |1414 | 3.390789e+03 | 2.940496e+03 |  15.31%|  31.07%
