presolving:
(round 1, fast)       1000 del vars, 1000 del conss, 0 add conss, 9000 chg bounds, 1 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 499 clqs
(round 2, fast)       1181 del vars, 1181 del conss, 0 add conss, 9000 chg bounds, 1 chg sides, 0 chg coeffs, 0 upgd conss, 12258 impls, 318 clqs
   (0.1s) running MILP presolver
   (0.3s) MILP presolver (2 rounds): 0 aggregations, 1 fixings, 0 bound changes
(round 3, exhaustive) 1182 del vars, 1182 del conss, 0 add conss, 9000 chg bounds, 1 chg sides, 0 chg coeffs, 0 upgd conss, 12258 impls, 317 clqs
(round 4, exhaustive) 1182 del vars, 1182 del conss, 0 add conss, 9000 chg bounds, 1 chg sides, 0 chg coeffs, 318 upgd conss, 12258 impls, 317 clqs
(round 5, medium)     1246 del vars, 1246 del conss, 0 add conss, 9000 chg bounds, 1 chg sides, 0 chg coeffs, 318 upgd conss, 15768 impls, 253 clqs
(round 6, fast)       1246 del vars, 1246 del conss, 0 add conss, 9000 chg bounds, 2 chg sides, 9 chg coeffs, 318 upgd conss, 15768 impls, 253 clqs
(round 7, medium)     1274 del vars, 1274 del conss, 0 add conss, 9000 chg bounds, 2 chg sides, 9 chg coeffs, 318 upgd conss, 19206 impls, 225 clqs
(round 8, fast)       1274 del vars, 1274 del conss, 0 add conss, 9000 chg bounds, 3 chg sides, 23 chg coeffs, 318 upgd conss, 19206 impls, 225 clqs
(round 9, medium)     1294 del vars, 1294 del conss, 0 add conss, 9000 chg bounds, 3 chg sides, 23 chg coeffs, 318 upgd conss, 23256 impls, 205 clqs
(round 10, fast)       1294 del vars, 1294 del conss, 0 add conss, 9000 chg bounds, 4 chg sides, 38 chg coeffs, 318 upgd conss, 23256 impls, 205 clqs
(round 11, medium)     1306 del vars, 1306 del conss, 0 add conss, 9000 chg bounds, 4 chg sides, 38 chg coeffs, 318 upgd conss, 25956 impls, 193 clqs
(round 12, fast)       1306 del vars, 1306 del conss, 0 add conss, 9000 chg bounds, 5 chg sides, 48 chg coeffs, 318 upgd conss, 25956 impls, 193 clqs
(round 13, medium)     1315 del vars, 1315 del conss, 0 add conss, 9000 chg bounds, 5 chg sides, 48 chg coeffs, 318 upgd conss, 28494 impls, 184 clqs
(round 14, fast)       1315 del vars, 1315 del conss, 0 add conss, 9000 chg bounds, 6 chg sides, 57 chg coeffs, 318 upgd conss, 28494 impls, 184 clqs
   (0.4s) running MILP presolver
   (0.4s) MILP presolver found nothing
(round 15, medium)     1322 del vars, 1322 del conss, 0 add conss, 9000 chg bounds, 6 chg sides, 57 chg coeffs, 318 upgd conss, 30726 impls, 177 clqs
(round 16, fast)       1322 del vars, 1322 del conss, 0 add conss, 9000 chg bounds, 7 chg sides, 64 chg coeffs, 318 upgd conss, 30726 impls, 177 clqs
(round 17, medium)     1326 del vars, 1326 del conss, 0 add conss, 9000 chg bounds, 7 chg sides, 64 chg coeffs, 318 upgd conss, 32148 impls, 173 clqs
(round 18, fast)       1326 del vars, 1326 del conss, 0 add conss, 9000 chg bounds, 8 chg sides, 68 chg coeffs, 318 upgd conss, 32148 impls, 173 clqs
(round 19, medium)     1328 del vars, 1328 del conss, 0 add conss, 9000 chg bounds, 8 chg sides, 68 chg coeffs, 318 upgd conss, 32796 impls, 171 clqs
(round 20, fast)       1328 del vars, 1328 del conss, 0 add conss, 9000 chg bounds, 9 chg sides, 70 chg coeffs, 318 upgd conss, 32796 impls, 171 clqs
   (3.1s) probing cycle finished: starting next cycle
(round 21, exhaustive) 1337 del vars, 1328 del conss, 0 add conss, 9000 chg bounds, 9 chg sides, 71 chg coeffs, 318 upgd conss, 829386 impls, 13203 clqs
(round 22, fast)       1337 del vars, 1338 del conss, 0 add conss, 9000 chg bounds, 9 chg sides, 71 chg coeffs, 318 upgd conss, 829386 impls, 13203 clqs
   (3.3s) probing: 50/163 (30.7%) - 9 fixings, 0 aggregations, 809759 implications, 0 bound changes
   (3.3s) probing aborted: 50/50 successive totally useless probings
   (3.3s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (3.3s) no symmetry present
presolving (23 rounds: 23 fast, 12 medium, 4 exhaustive):
 1337 deleted vars, 1338 deleted constraints, 0 added constraints, 9000 tightened bounds, 0 added holes, 9 changed sides, 71 changed coefficients
 829386 implications, 13203 cliques
presolved problem has 9163 variables (163 bin, 0 int, 0 impl, 9000 cont) and 680 constraints
    162 constraints of type <setppc>
    518 constraints of type <linear>
Presolving Time: 3.28

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 3.5s|     1 |     0 |    45 |     - |   locks|   0 |9163 | 681 | 680 |   0 |  0 |   0 |   0 | 3.413600e+04 | 4.138102e+05 |1112.24%| unknown
i 3.5s|     1 |     0 |    45 |     - |  oneopt|   0 |9163 | 681 | 680 |   0 |  0 |   0 |   0 | 3.413600e+04 | 4.021992e+05 |1078.23%| unknown
  3.8s|     1 |     0 |  2189 |     - |   147M |   0 |9163 | 676 | 680 |   0 |  0 |   0 |   0 | 7.990547e+04 | 4.021992e+05 | 403.34%| unknown
r 3.8s|     1 |     0 |  2189 |     - |rounding|   0 |9163 | 677 | 680 |   0 |  0 |   1 |   0 | 7.990547e+04 | 1.259282e+05 |  57.60%| unknown
  3.9s|     1 |     0 |  2294 |     - |   151M |   0 |9163 | 677 | 681 |   1 |  1 |   1 |   0 | 8.021316e+04 | 1.259282e+05 |  56.99%| unknown
  4.0s|     1 |     0 |  2294 |     - |   151M |   0 |9163 | 678 | 669 |   1 |  1 |   2 |   0 | 8.021316e+04 | 1.259282e+05 |  56.99%| unknown
  4.1s|     1 |     0 |  2336 |     - |   152M |   0 |9163 | 671 | 670 |   2 |  2 |   2 |   0 | 8.040000e+04 | 1.259282e+05 |  56.63%| unknown
  4.2s|     1 |     0 |  2392 |     - |   154M |   0 |9163 | 673 | 671 |   3 |  3 |   4 |   0 | 8.060563e+04 | 1.259282e+05 |  56.23%| unknown
  4.3s|     1 |     0 |  2447 |     - |   158M |   0 |9163 | 674 | 672 |   4 |  4 |   5 |   0 | 8.083837e+04 | 1.259282e+05 |  55.78%| unknown
  4.4s|     1 |     0 |  2527 |     - |   158M |   0 |9163 | 675 | 674 |   6 |  5 |   6 |   0 | 8.105593e+04 | 1.259282e+05 |  55.36%| unknown
  4.5s|     1 |     0 |  2564 |     - |   160M |   0 |9163 | 677 | 676 |   8 |  6 |   8 |   0 | 8.124638e+04 | 1.259282e+05 |  55.00%| unknown
  4.6s|     1 |     0 |  2620 |     - |   160M |   0 |9163 | 678 | 678 |  10 |  7 |   9 |   0 | 8.134612e+04 | 1.259282e+05 |  54.81%| unknown
  4.7s|     1 |     0 |  2746 |     - |   164M |   0 |9163 | 679 | 681 |  13 |  8 |  10 |   0 | 8.158899e+04 | 1.259282e+05 |  54.34%| unknown
  4.8s|     1 |     0 |  2865 |     - |   164M |   0 |9163 | 680 | 684 |  16 |  9 |  11 |   0 | 8.168414e+04 | 1.259282e+05 |  54.16%| unknown
  5.0s|     1 |     0 |  2928 |     - |   168M |   0 |9163 | 681 | 687 |  19 | 10 |  12 |   0 | 8.181811e+04 | 1.259282e+05 |  53.91%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  5.1s|     1 |     0 |  2964 |     - |   170M |   0 |9163 | 682 | 689 |  21 | 11 |  13 |   0 | 8.187978e+04 | 1.259282e+05 |  53.80%| unknown
  5.2s|     1 |     0 |  3012 |     - |   174M |   0 |9163 | 683 | 690 |  22 | 12 |  14 |   0 | 8.195077e+04 | 1.259282e+05 |  53.66%| unknown
  5.4s|     1 |     0 |  3067 |     - |   177M |   0 |9163 | 684 | 691 |  23 | 13 |  15 |   0 | 8.208881e+04 | 1.259282e+05 |  53.40%| unknown
  5.5s|     1 |     0 |  3113 |     - |   180M |   0 |9163 | 685 | 693 |  25 | 14 |  16 |   0 | 8.220148e+04 | 1.259282e+05 |  53.19%| unknown
  5.7s|     1 |     0 |  3174 |     - |   181M |   0 |9163 | 686 | 694 |  26 | 15 |  17 |   0 | 8.234583e+04 | 1.259282e+05 |  52.93%| unknown
  5.9s|     1 |     0 |  3217 |     - |   183M |   0 |9163 | 687 | 695 |  27 | 16 |  18 |   0 | 8.240260e+04 | 1.259282e+05 |  52.82%| unknown
  6.0s|     1 |     0 |  3343 |     - |   188M |   0 |9163 | 688 | 697 |  29 | 17 |  19 |   0 | 8.252099e+04 | 1.259282e+05 |  52.60%| unknown
  6.2s|     1 |     0 |  3392 |     - |   190M |   0 |9163 | 689 | 698 |  30 | 18 |  20 |   0 | 8.260487e+04 | 1.259282e+05 |  52.45%| unknown
  6.3s|     1 |     0 |  3432 |     - |   194M |   0 |9163 | 690 | 699 |  31 | 19 |  21 |   0 | 8.265241e+04 | 1.259282e+05 |  52.36%| unknown
  6.5s|     1 |     0 |  3459 |     - |   196M |   0 |9163 | 691 | 700 |  32 | 20 |  22 |   0 | 8.268751e+04 | 1.259282e+05 |  52.29%| unknown
