presolving:
(round 1, fast)       381397 del vars, 3995 del conss, 0 add conss, 7674 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 1841 clqs
(round 2, fast)       383238 del vars, 383447 del conss, 0 add conss, 7674 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (6.1s) running MILP presolver
   (6.1s) MILP presolver found nothing
(round 3, exhaustive) 383238 del vars, 383447 del conss, 0 add conss, 7674 chg bounds, 0 chg sides, 0 chg coeffs, 101 upgd conss, 0 impls, 0 clqs
   (6.7s) probing: 1000/1841 (54.3%) - 0 fixings, 0 aggregations, 3948 implications, 0 bound changes
   (6.7s) probing: 1001/1841 (54.4%) - 0 fixings, 0 aggregations, 3952 implications, 0 bound changes
   (6.7s) probing aborted: 1000/1000 successive useless probings
   (6.7s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (6.7s) no symmetry present
presolving (4 rounds: 4 fast, 2 medium, 2 exhaustive):
 383238 deleted vars, 383447 deleted constraints, 0 added constraints, 7674 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 3952 implications, 0 cliques
presolved problem has 9205 variables (1841 bin, 0 int, 0 impl, 7364 cont) and 2358 constraints
    101 constraints of type <knapsack>
   2257 constraints of type <linear>
Presolving Time: 4.75

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
p 6.8s|     1 |     0 |    66 |     - |   locks|   0 |9205 |2358 |2358 |   0 |  0 |   0 |   0 | 0.000000e+00 | 2.315980e+06 |    Inf | unknown
i 6.9s|     1 |     0 |    66 |     - |  oneopt|   0 |9205 |2358 |2358 |   0 |  0 |   0 |   0 | 0.000000e+00 | 3.405713e+04 |    Inf | unknown
  7.0s|     1 |     0 |  1293 |     - |  1212M |   0 |9205 |2358 |2358 |   0 |  0 |   0 |   0 | 5.710029e+03 | 3.405713e+04 | 496.44%| unknown
  7.4s|     1 |     0 |  2567 |     - |  1215M |   0 |9205 |2358 |2374 |  16 |  1 |   0 |   0 | 1.064157e+04 | 3.405713e+04 | 220.04%| unknown
  8.0s|     1 |     0 |  4361 |     - |  1215M |   0 |9205 |2358 |2386 |  28 |  2 |   0 |   0 | 1.363389e+04 | 3.405713e+04 | 149.80%| unknown
  8.1s|     1 |     0 |  4641 |     - |  1215M |   0 |9205 |2358 |2392 |  34 |  3 |   0 |   0 | 1.413592e+04 | 3.405713e+04 | 140.93%| unknown
  8.5s|     1 |     0 |  5420 |     - |  1216M |   0 |9205 |2358 |2406 |  48 |  4 |   0 |   0 | 1.455963e+04 | 3.405713e+04 | 133.91%| unknown
  8.9s|     1 |     0 |  6193 |     - |  1216M |   0 |9205 |2358 |2416 |  58 |  5 |   0 |   0 | 1.502584e+04 | 3.405713e+04 | 126.66%| unknown
  9.2s|     1 |     0 |  6720 |     - |  1216M |   0 |9205 |2358 |2421 |  63 |  6 |   0 |   0 | 1.526958e+04 | 3.405713e+04 | 123.04%| unknown
  9.3s|     1 |     0 |  6780 |     - |  1217M |   0 |9205 |2358 |2423 |  65 |  7 |   0 |   0 | 1.529724e+04 | 3.405713e+04 | 122.64%| unknown
  9.5s|     1 |     0 |  7082 |     - |  1217M |   0 |9205 |2358 |2428 |  70 |  8 |   0 |   0 | 1.540405e+04 | 3.405713e+04 | 121.09%| unknown
